gene_id	length	eff_length	est_counts	tpm
5_8S_rRNA	1369	242.5532	129.375	185.4957
A1BG	9209	7815.08	13	1.195587
A1BG-AS1	13082	10572.808	61.000029	1.43866685
A1CF	31017	28507.804	69.999967	0.4715298
A2M-AS1	9430	8314.8	29.00002	0.5408822
A2ML1	15741	13232.118	1.0031	0.0446396
A3GALT2	1023	744.202	1	0.0512588
A4GALT	9936	7988.928	210.99995	6.52509
AAAS	34773	28639.416	2726.00068	72.9053711
AACS	25778	22434.103	1067.76705	14.4172708
AACSP1	3917	3359.402	14	0.2417311
AADAC	2282	1724.402	15.64117	1.3253954
AADACL2-AS1	1338	627.9973	1	0.99861
AADACP1	8212	6260.408	27.858	1.55903
AADAT	11657	9426.608	366.99996	10.050696
AAGAB	10077	8125.43	724.1746	16.78424
AAK1	46502	42877.929	460.49514	2.284394
AAMDC	6265	3201.603	274.00904	40.192884
AAMP	13558	10770.01	4353.00362	171.21283
AANAT	4158	3042.882	3.19799	0.0746501
AAR2	31125	27779.4	1839.00091	32.608314
AARD	2791	2233.444	1.03554	0.0196315
AARS1	131955	120245.496	9318.15693201493	115.488775022473
AARS2	5533	4975.402	601.634	5.1536084
AARSD1	12838	7550.262	1191.10603	54.499663
AARSD1P1	1182	903.202	1	0.0422352
AASDH	24560	21777.188	330.99994706	4.283374632
AASDHPPT	10361	8967.006	2089.62316	40.753881
AASS	103052	95524.404	14.00003	0.1211053
AATF	50456	41560.774	5154.99981648527	112.320330542245
AATK	29271	26208.812	11.999993	0.14543994
ABALON	1903	1624.2	1	0.0234865
ABAT	26489	22028.384	25.00004	0.3131547
ABCA1	24091	22697.004	1621.99927	6.3486115
ABCA10	36023	32416.628	10.000002	0.1973675
ABCA11P	6851	5735.8	42.26765	1.1037489
ABCA12	16788	15951.662	56.99999	0.51415
ABCA13	48394	46163.755	3	0.02724
ABCA15P	4804	3688.804	14.99996	0.544563
ABCA17P	11103	9181.3995	1	0.0268413
ABCA2	64968	58963.8469	1174.302489	14.610682961
ABCA3	20034	18361.206	797.99981	5.260212
ABCA4	13456	11534.595	1	0.00541152
ABCA5	35471	31567.812	336.00001	4.5924869
ABCA6	19752	17805.694	1	0.00482432
ABCA7	32479	27469.791	413.9996	3.961534
ABCA8	33296	29393.357	1	0.0311861
ABCA9	18059	15902.3653	2.1763	0.04499405
ABCB10	5358	4521.604	165.375	1.75715
ABCB4	25968	22625.76	4	0.1632989
ABCB6	16129	12504.642	1334.63741	29.324591
ABCB7	34202	29462.434	846.99804	24.049984
ABCB8	33889	27755.512	1730.84623	31.564329
ABCB9	42004	36443.85	203.43164	3.7671851
ABCC1	64375	59356.656	9393.23791	73.912777
ABCC10	19002	16266.8256	462.00036	7.911614
ABCC11	27018	24508.806	5	0.0455844
ABCC12	42507	38619.263	11.000005	0.6930473
ABCC2	16110	13322.034	9660.56693	85.741531
ABCC3	29803	24795.662	13291.4562	219.72199
ABCC4	43400	38959.0764	3061.6442	21.7510805
ABCC5	32353	28728.612	1116.0006	11.544366
ABCC6	37935	33474.362	144.0316276635	3.516902878634
ABCC6P1	11680	10007.204	17.23674	0.7422775
ABCC6P2	2598	1482.808	13.7315	1.22615
ABCC8	390247	362368.615	50.99999992167	0.7855970346612
ABCC9	79424	73848.004	5.02573	0.0311471
ABCD1	5353	4516.604	137.9997	2.968855
ABCD3	16851	14899.406	2008.7249	33.382303
ABCD4	30518	22723.801	1038.44121	33.4152518
ABCE1	13267	10481.45	5796.00668	81.167003
ABCF1	95837	82257.4432	2605.308484361	37.8330218627
ABCF2	7396	6067.3365	2953.2126	48.472957
ABCF2-H2BK1	2185	1906.2	1604.7	32.1132
ABCF3	20582	15563.69	1285.99972	35.130838
ABCG1	27939	24872.204	22	0.31225
ABCG2	14605	13211.08	1771.3386	22.134739
ABCG4	13493	11820.244	14.999985	0.3511904
ABCG8	12249	11412.6	4.00022	0.0221115
ABHD1	10893	8662.791	39.33713596	1.57872983073
ABHD10	6358	4964.006	1126.9997	24.60848
ABHD11	13306	9406.275	213.33655	12.818322
ABHD12	26384	19692.872	492.19257	18.882579
ABHD13	5313	5034.2	653	4.94814
ABHD14A	4232	2838.01	183.09505	10.017981
ABHD14A-ACY1	55711	47625.862	88.141957119569	3.26343530241434
ABHD14B	12619	10388.68	797.00012	22.915879
ABHD15	3492	3213.2	477.858	5.6731
ABHD16A	115586	87788.184	483.99990749402	15.366811966934
ABHD17A	18687	16456.604	532.84818	4.407414
ABHD17AP1	933	654.202	1	0.0583106
ABHD17B	4377	3819.4	489.0003	7.78792
ABHD17C	8021	6627.004	772.9998	17.44514
ABHD18	17533	15860.202	317.00679	4.952573
ABHD2	15733	12945.08	5823.00408	30.082237
ABHD3	11997	9254.778	379.493772377	11.2946632378
ABHD4	9054	6380.8011	3173.06262	77.853995
ABHD5	28268	23807.238	701.02382	15.749655
ABHD6	7586	5674.48	214.374102	4.837806
ABHD8	3167	2330.604	56	1.21156
ABI1	39212	35587.602	1109.68927	16.1140353
ABI2	60976	54285.008	2139.92979	24.5717903
ABI3BP	49452	41445.1812	116.999975	2.7977937
ABITRAM	3350	2243.949	805.40218	20.569997
ABL1	12829	11992.624	4031.8821	28.099564
ABL2	51826	47926.445	1760.215065	8.0266848
ABLIM1	44713	40551.3779	1794.7085	11.495783
ABLIM2	39930	35232.9869	1	0.0229083
ABLIM3	26753	23686.322	730.6942	7.252667
ABO	11951	10008.342	2.04805	0.0128493
ABR	122394	94576.2588	5292.19833501819	73.0588484009299
ABRA	2754	2475.2	1	0.0154116
ABRACL	1238	680.616	521.87194	39.841393
ABRAXAS1	15206	12696.808	444.57307	10.308306
ABRAXAS2	2955	2676.2	876	12.4866
ABT1	2943	2664.2	625	8.94895
ABTB1	20501	16319.096	313.999763	5.8092673
ABTB2	5471	4913.402	813	6.70386
ABTB3	20146	18194.406	973.99969	9.0389114
ACAA1	23594	18575.642	1186.388	37.624256
ACAA2	10177	8225.428	2420.0033	64.713753
ACACA	122089	109316.4376	5618.61049	34.954384
ACACB	38581	34463.8907	599.163330101936	5.18607530042782
ACAD10	32695	26006.583	874.99991	13.7986
ACAD11	18787	15999.01	475.63873	7.4567418
